"Clust","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","Lat.100","Long.100","x","y"
"S.522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.1261592801,-5.54709682725181,185400.001666089,809500.01128404
"S.523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.129128747713,-5.53746238489529,186000.001654262,809800.011112945
"S.524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.7567853526087,-5.59528350505164,186200.001708893,879800.012071697
"S.525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.7686771560574,-5.58805465334678,186700.001699104,881100.011934133
"S.526",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.7721888262404,-5.58150508435869,187110.001690556,881470.011811905
"S.527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.6705403041307,-5.56980439362609,187209.001678736,870126.01161314
"S.528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.5553580239055,-5.55757821118761,187265.001666849,857275.01140949
"S.529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.6682798127694,-5.56803855884942,187301.001676582,869869.011581354
"S.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,57.24394454,-3.695151891,297800.0010682,818300.000950707
"S.530",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7842018604183,-5.57949829443501,187300.001687623,882800.011772915
"S.531",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.7729021848668,-5.57535045775477,187480.001682683,881530.011698465
"S.532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.5527678974655,-5.56175704862954,187000.001672118,857000.011485139
"S.533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.713633531187,-5.56067955363482,188005.001666048,874891.01144133
"S.534",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.2663396869009,-5.51743716619809,188000.001626733,825000.010747503
"S.535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.7469760356225,-5.56068227937987,188200.001665062,878600.011436285
"S.536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.4054949045479,-5.52411711531998,188400.001630728,840500.010843174
"S.537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.6924315199395,-5.55028695582691,188500.001653888,872500.011258988
"S.538",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7641506442897,-5.55732743173346,188500.001660407,880500.011373538
"S.539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,57.690685524611,-5.54843729751705,188600.001651686,872300.011226511
"S.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.24107137,-3.708277018,297000.001037167,818000.000583842
"S.540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.8941854435766,-5.56849043478746,188600.001670369,895000.011554284
"S.541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.6916322916479,-5.54673373662955,188707.00164959,872400.011196287
"S.542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.7597624671571,-5.55353191194347,188700.001655875,880000.011306536
"S.543",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7660378558083,-5.55414878318387,188700.001656445,880700.011316559
"S.544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,57.6892109541292,-5.5442811116886,188839.001646692,872123.011153457
"S.545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.8452145397412,-5.70863113893695,180000.001869026,890000.01436625
"S.546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.3997292505348,-5.50524467210298,189500.001609045,839800.010524088
"S.547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.4042121622257,-5.50567330369006,189500.001609412,840300.010530687
"S.548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.4077984877874,-5.50601629979037,189500.001609705,840700.010535956
"S.549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.8495515480148,-5.55732450983636,189000.001657861,890000.011360467
"S.55",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,57.24369736,-3.713370276,296700.001057179,818300.000740231
"S.550",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,57.8544577509858,-5.54263219659334,189900.001639865,890500.011100217
"S.551",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.5416190470082,-5.51051421103435,190000.001611161,855600.010593743
"S.552",NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,57.5418045196679,-5.50384495142192,190400.001603558,855600.010482196
"S.553",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5392074218948,-5.50025211231127,190600.001599571,855300.0104229
"S.554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.6944679800163,-5.49624335518703,191731.001590782,872559.010336574
"S.555",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.6742467931155,-5.49313666207913,191800.001587889,870300.010288313
"S.556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.693400746643,-5.49290042086536,191924.001587096,872430.010281977
"S.557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.6874711261312,-5.48887153859862,192130.001582809,871758.010217102
"S.558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.6887765735361,-5.48782217148816,192200.001581619,871900.010199907
"S.559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.119690703604,-5.4241808085209,192800.001529699,808400.009273787
"S.56",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,57.22560379,-3.722469717,296100.001048171,816300.001217726
"S.560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6748001968958,-5.47305527164769,193000.001565969,870300.009964657
"S.562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.6770864056792,-5.46869325073377,193273.001561246,870541.009895323
"S.563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.6760484065237,-5.46753690035986,193336.001560044,870422.009877211
"S.564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.6787220487481,-5.46772536030982,193340.001560173,870720.009879858
"S.565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.6786661753416,-5.46746831030634,193355.0015599,870713.00987581
"S.566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.6769040459447,-5.46714885582156,193364.001559609,870516.009870998
"S.567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.6758346294283,-5.46812051997256,193300.001560671,870400.009886436
"S.568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.8533993572133,-5.48351009778454,193400.001572331,890200.010109199
"S.569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.0769632580969,-5.40868406209766,193500.001515443,803600.009048882
"S.57",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,57.22558107,-3.7241251,296000.001066369,816300.000886725
"S.570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.1146253394641,-5.41214622427837,193500.001517916,807800.009095927
"S.571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.3318496727956,-5.42397184699722,194000.001524231,832000.009248713
"S.572",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.8339521112015,-5.47151923717588,194000.001559965,888000.009920625
"S.573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.10000734107,-5.38767732211664,194900.001494798,806100.008744185
"S.574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.4017535106723,-5.49711131633065,190000.001599787,840000.010388619
"S.575",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0901877691304,-5.38512953855541,195000.001492642,805000.00870903
"S.576",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2695317746317,-5.40158650286567,195000.001503922,825000.008926978
"S.577",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.4455513716959,-5.40792415887465,195600.001505665,844600.009001143
"S.578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.4482863796454,-5.40651139621552,195700.001504235,844900.008980389
"S.579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6392668459718,-5.42294135256943,195787.001515374,866195.009200798
"S.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.23069103,-3.726252218,295886.001076538,816872.001253046
"S.580",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1838045225585,-5.38045220658958,195800.001486079,815400.008634704
"S.581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6372330476126,-5.42202901825288,195830.001514528,865966.009187539
"S.582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6383906031497,-5.42210452452288,195832.001514572,866095.009188537
"S.583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.5559303760052,-5.41489375436542,195800.001509632,856900.009091324
"S.584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.636877295183,-5.42122451039368,195876.001513746,865924.009175713
"S.585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6390516640736,-5.42126164971944,195886.001513726,866166.009176026
"S.586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.0950714685948,-5.37071174066347,195900.001479212,805500.008507119
"S.587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.4394545101577,-5.4006885407611,196000.00149888,843900.008897322
"S.588",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0906320288882,-5.36865718482452,196000.001477445,805000.008479146
"S.589",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.8411446209457,-5.43849970731967,196000.00152555,888700.009410444
"S.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,57.25063055,-3.731925344,295600.001060415,819100.000920589
"S.590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.5533757938509,-5.40963771008347,196100.001504601,856600.009014992
"S.592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.6570814473735,-5.41803010596183,196180.001510094,868162.009126592
"S.593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.5068126313228,-5.40295075072142,196240.001499356,851400.0089231
"S.594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.5579047207948,-5.4073687746441,196261.001502301,857097.008981653
"S.595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.5569583676549,-5.40679530323135,196290.001501774,856990.008973454
"S.596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.5572709305548,-5.40620572736442,196327.0015012,857023.008964901
"S.597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.8592130687129,-5.43516499152273,196300.001521717,890700.009358298
"S.598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.5592246679228,-5.40309350651718,196524.001498174,857231.00891986
"S.599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.5589359032599,-5.40346793855648,196500.001498538,857200.008925278
"S.6",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,57.04532894,-3.889820927,285441.001063225,796504.001296769
"S.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,57.15513782,-3.757416154,293788.001049609,808511.000736013
"S.600",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6584009224413,-5.41178143506598,196560.001503989,868290.009035223
"S.601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6512904083647,-5.41211939485947,196500.001504499,867500.009040885
"S.602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.5592462665587,-5.40229272283271,196572.001497409,857231.008908354
"S.603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6513301467847,-5.41064758884968,196588.001503076,867500.009019494
"S.604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.558084241548,-5.40171595594825,196600.001496889,857100.008900194
"S.605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6540254732284,-5.41069953991179,196600.001503057,867800.009019966
"S.606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.6555474309366,-5.42090420061848,196000.001512948,868000.009168995
"S.607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.559549506877,-5.40038091697252,196688.001495583,857259.008880913
"S.608",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0828708195433,-5.35639626766179,196700.001466598,804100.008312322
"S.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,57.14912037,-3.786505262,292011.001057331,807887.000509984
"S.610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.6568463026379,-5.40843226181274,196751.001500803,868107.008986836
"S.611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.082018191973,-5.35466828307978,196800.001465082,804000.008289035
"S.612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.657437802471,-5.40749834652869,196810.001499891,868170.008973279
"S.613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.6554296439423,-5.40529755388626,196930.001497834,867940.008941747
"S.614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.3770890389695,-5.379930088039,196900.001480966,836900.008609616
"S.615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,57.6571603062471,-5.40445367373097,196990.001496985,868130.008929432
"S.616",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.0821064083868,-5.35137447158845,197000.001462166,804000.008244666
"S.617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,57.6574473244871,-5.40380977770616,197030.001496363,868160.008920149
"S.619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6537593362854,-5.39554929904453,197502.001488639,867725.008802591
"S.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.14853792,-3.792692538,291635.001041222,807832.000445991
"S.620",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5638682312302,-5.38720156321591,197500.001483101,857700.00869362
"S.621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6517409740453,-5.39539409939961,197500.001488545,867500.008800601
"S.622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6529525507963,-5.39178486863126,197722.001485134,867624.008749407
"S.623",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.7603727882402,-5.53172708830594,190000.001629632,880000.0109246
"S.624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.6237083734419,-5.36838080689261,198956.001464444,864301.008427492
"S.625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.62509550039,-5.36827476937767,198970.001464315,864455.008425916
"S.626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.4849524965487,-5.34650322707192,199500.001448522,848800.008145863
"S.627",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.603095318076,-5.36573538291044,199000.001462584,862000.008393371
"S.628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.5558619215116,-5.34531844431622,199960.001445803,856685.008124144
"S.629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.5551462183591,-5.34247679029339,200126.001443374,856597.008086786
"S.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,57.16761427,-3.820656977,290000.001043436,810000.000904578
"S.630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.5686846137138,-5.34209610934406,200223.001442723,858102.008080631
"S.631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6274229973863,-5.34530006619563,200354.001444063,864646.008117732
"S.632",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.4808659107074,-5.33110932572954,200400.001435463,848300.007944775
"S.633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.5499579569883,-5.33574772452692,200500.001437754,856000.00799925
"S.634",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.6214734830099,-5.35068326408738,200000.001448867,864000.008189474
"S.635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.5508987759134,-5.33416174020962,200600.001436388,856100.007978567
"S.636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.5475042821431,-5.33199550645144,200711.001434638,855716.007950772
"S.637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.6162265557657,-5.32473863919572,201520.001426935,863340.007851858
"S.638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.6086852987361,-5.32438427477481,201500.001426819,862500.00784794
"S.639",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6039815152412,-5.33232697803055,201000.001433574,862000.007950392
"S.64",NA,NA,NA,NA,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,57.09510882,-3.922743118,283600.00104258,802100.000529021
"S.640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,57.610566677516,-5.3212066195435,201700.001424143,862700.007807299
"S.641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.6098157828901,-5.31968100907702,201787.001422902,862612.007787992
"S.642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.6088171593682,-5.31937215828259,201800.001422671,862500.007784154
"S.643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.6129662017137,-5.31712121523835,201957.001420724,862955.00775534
"S.644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.6115512520111,-5.31794683072717,201900.001421435,862800.007765884
"S.645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.755921744842,-5.33118015563705,201900.001428955,878900.0079229
"S.646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.5864866542023,-5.31398854332266,202000.001418784,860000.007717925
"S.647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.609845552436,-5.31444170724427,202100.001418606,862600.007721793
"S.648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.5430315040575,-5.30520746830721,202289.001412684,855140.007611498
"S.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,57.42014848,-4.157917792,270500.001014288,838700.000882335
"S.651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.7809767993221,-5.32420117730429,202452.00142254,881667.0078315
"S.652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.6028031310156,-5.30877682757782,202400.00141417,861800.007651371
"S.655",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.6081835493695,-5.30926621342118,202400.00141444,862400.007657053
"S.656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.5999974511706,-5.30745014500759,202464.001413165,861484.007635045
"S.658",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.5957167155028,-5.30478431961308,202600.001411121,861000.007602242
"S.659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.2334597978597,-5.27062191099018,202700.001392542,820600.007213397
"S.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,57.41916525,-4.162856,270200.001055853,838600.001164621
"S.660",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.6146357070069,-5.30315339330487,202800.001409374,863100.007580603
"S.661",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.066775414957,-5.2509805747722,203000.001381348,802000.006993955
"S.662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.3585580822911,-5.25086705675121,204557.00137508,834460.006975051
"S.663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.0666870644623,-5.21962044724906,204900.001358846,801900.00664068
"S.664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.4959340275054,-5.33916129922314,200000.001441943,850000.008048297
"S.665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.2937228351638,-5.2344651846704,205200.001364614,827200.006792937
"S.666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.609444084651,-5.26081387084646,205300.001376878,862400.007073791
"S.667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.3387400627346,-5.23510069331807,205400.001364113,832210.006797465
"S.668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.3074737017285,-5.22404722474853,205900.001356974,828700.006676414
"S.669",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.216162775391,-5.20944491290897,206300.001348787,818500.006522076
"S.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,57.41769004,-4.170262809,269750.001032585,838450.001002608
"S.671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.0696999423573,-5.17202483472073,207800.001327003,802100.006136289
"S.673",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.7774059115582,-5.23052754781827,208000.001351296,881000.006720548
"S.674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.8812196108109,-5.21284233594696,209600.001336818,892500.006522148
"S.675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.8857035230788,-5.21324261592555,209600.001336987,893000.006526166
"S.676",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.8140028506668,-5.20517204138189,209700.001333171,885000.006444265
"S.677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.7037373667615,-5.19373604179855,209800.001328029,872700.006330015
"S.678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,57.8734612524538,-5.20722415973599,209892.001333219,891621.006462684
"S.679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.8362280301199,-5.1842287934501,211060.001318991,887414.006224799
"S.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,57.4172269,-4.171068034,269700.001069175,838400.001476972
"S.680",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1239455250304,-5.12378192501259,211000.001296507,808000.005660565
"S.681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.7070179835455,-5.17051688329568,211200.001313083,873000.006092041
"S.682",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0615663483289,-5.10203737223097,212000.001285236,801000.005460763
"S.683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.5810193417256,-5.14113324849192,212300.001297754,858900.005808602
"S.684",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.758904311841,-5.11520097973257,214760.001279072,878620.005557579
