"Clust","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"S.1429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07528877258301,NA,NA,NA
"S.1430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.144",NA,NA,3.59449744224548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1442",NA,NA,NA,NA,NA,NA,NA,NA,6.36396074295044,NA,NA,NA,NA,NA,NA,NA
"S.1443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28301763534546,NA,NA,NA,NA,NA
"S.1444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1445",NA,NA,NA,NA,NA,NA,NA,NA,6.17927598953247,NA,NA,NA,NA,NA,NA,NA
"S.1446",NA,NA,NA,NA,NA,NA,NA,NA,5.28757762908936,NA,NA,NA,NA,NA,NA,NA
"S.1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.145",NA,NA,2.84312987327576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36095571517944,NA
"S.1451",NA,NA,NA,NA,NA,NA,NA,NA,4.2965145111084,NA,NA,NA,NA,NA,NA,NA
"S.1452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63997328281403,NA,NA,NA,NA
"S.1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30660200119019,NA
"S.1455",NA,NA,NA,NA,NA,NA,NA,NA,4.87063932418823,NA,NA,NA,NA,NA,NA,NA
"S.1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1457",NA,NA,NA,NA,3.81511688232422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26361203193664,NA,NA,NA
"S.1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90167355537415,NA,4.12012243270874,NA,NA,NA
"S.1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77763080596924,NA,NA,NA,NA
"S.1462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.879064381122589,NA,NA,NA,NA,NA
"S.1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878530383110046,NA,NA,NA,NA,NA
"S.1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88094425201416,NA,NA,NA,NA,NA
"S.1466",NA,NA,NA,NA,1.6396461725235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6382919549942,NA,NA,NA,NA,NA
"S.1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836378931999207,NA,NA,NA,NA
"S.147",NA,NA,NA,NA,3.03578607241313,NA,1.96829998493195,0.877785742282867,2.44624161720276,NA,2.08139991760254,2.97471523284912,NA,NA,NA,NA
"S.1470",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22601890563965,NA,NA,NA,NA,NA,NA
"S.1471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99835014343262,NA,NA,NA
"S.1472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68340647220612,NA,NA,NA
"S.1473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42384767532349,NA,NA,NA,NA,NA
"S.1474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00164937973022,NA,NA
"S.1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62855529785156,NA,NA
"S.1476",NA,NA,NA,NA,3.47778868675232,NA,NA,NA,NA,NA,3.32223534584045,NA,NA,NA,NA,NA
"S.1477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47724843025208,NA
"S.1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58132934570312,NA,NA,NA,NA,NA
"S.1479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74629855155945,NA
"S.148",NA,NA,NA,NA,NA,NA,NA,NA,2.47547817230225,NA,NA,NA,NA,NA,NA,NA
"S.1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.87125062942505,7.40931383768717,NA,NA,NA
"S.1481",NA,NA,NA,NA,4.95056772232056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1482",NA,NA,NA,NA,NA,NA,NA,NA,6.13332462310791,1.78504073619843,NA,NA,NA,NA,NA,NA
"S.1484",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88924169540405,NA,NA,NA,NA,NA,NA
"S.1485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04954099655151,NA,NA,NA,NA,NA
"S.1486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80093479156494,NA,NA,NA,NA,NA
"S.1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47887206077576
"S.1488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0633430480957,NA,NA,NA,NA,NA
"S.1489",NA,NA,NA,NA,NA,NA,3.52545261383057,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"S.1491",NA,NA,NA,NA,NA,NA,NA,NA,3.80376172065735,NA,NA,NA,NA,NA,NA,NA
"S.1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68611860275269
"S.1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9148268699646
"S.1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90762621164322,NA
"S.1495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77893733978271,NA
"S.1496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34246063232422,NA
"S.1497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34246063232422,NA
"S.1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34246063232422,NA
"S.1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41196537017822
"S.15",NA,NA,NA,NA,NA,NA,NA,NA,3.85892868041992,NA,NA,NA,NA,1.02915847301483,NA,NA
"S.150",NA,NA,5.10373067855835,NA,1.98778313398361,0.772240181763965,1.04404283314943,0.677470743656158,1.68958449363708,1.42789459228516,NA,NA,0.704343616962433,NA,NA,NA
"S.1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0767605304718,NA
"S.1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15486359596252,NA
"S.1503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39471220970154,NA,NA
"S.1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.636401653289795,NA,NA
"S.1505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64591455459595,NA
"S.1506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0767605304718,NA
"S.1507",NA,NA,NA,NA,NA,NA,1.25736486911774,NA,NA,NA,NA,NA,NA,NA,2.5117506980896,NA
"S.1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5117506980896,NA
"S.1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41196537017822
"S.151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698194205760956,NA,NA,NA
"S.1510",NA,NA,NA,NA,NA,NA,2.200355052948,NA,NA,NA,3.08905696868896,NA,NA,NA,1.53654104471206,1.64510810375214
"S.1511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01354217529297,NA,NA,NA,NA,NA
"S.1512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47544717788696,NA,NA
"S.1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87111401557922,NA,NA
"S.1514",NA,NA,6.27392673492432,NA,NA,NA,NA,NA,NA,NA,3.88548016548157,NA,NA,3.99532175064087,NA,NA
"S.1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09983229637146,NA,NA
"S.1516",NA,NA,3.55716800689697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48071622848511,NA,NA
"S.1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09983229637146,NA,NA
"S.1519",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232078418135643,NA,NA,NA,NA,NA,NA
"S.152",NA,NA,4.05096006393433,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698194205760956,NA,NA,NA
"S.1520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1522",NA,NA,3.55716800689697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09983229637146,NA,NA
"S.1524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48071622848511,NA,NA
"S.1525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962769627571106,NA,NA
"S.1527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.844597995281219,NA,NA
"S.1529",NA,NA,1.56558728218079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.153",NA,NA,NA,NA,NA,NA,1.40369272232056,0.641533672809601,NA,NA,NA,NA,NA,NA,NA,NA
"S.1530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52471017837524,NA,NA,NA,NA,NA
"S.1531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37205839157104,NA,NA,NA,NA,NA
"S.1532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.958949089050293,NA,NA
"S.1533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.958949089050293,NA,NA
"S.1534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.958949089050293,NA,NA
"S.1535",NA,NA,0.869843363761902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0823802947998,NA,NA
"S.1538",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"S.1539",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"S.154",0.00198531104251742,NA,2.09826493263245,NA,1.07293102145195,2.05457091331482,NA,0.641533672809601,NA,NA,4.71564722061157,NA,NA,NA,NA,NA
"S.1540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85272264480591,NA,NA
"S.1541",9.50919723510742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96284580230713,NA,NA,NA
"S.1542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91888999938965,NA,NA,NA
"S.1543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.20171165466309,NA,NA
"S.1544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1545",NA,NA,NA,NA,2.69836974143982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93223857879639
"S.1548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23659944534302
"S.155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698194205760956,NA,NA,NA
"S.1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54537010192871,NA,NA,NA,NA,NA,NA
"S.1551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72797513008118,NA
"S.1552",NA,NA,NA,NA,NA,NA,NA,NA,5.94691038131714,NA,NA,NA,NA,NA,NA,NA
"S.1553",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7526741027832,NA,NA,NA,NA,NA,NA
"S.1554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96399819850922,NA
"S.1555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18921065330505,NA,NA,NA
"S.1556",NA,NA,NA,NA,NA,NA,NA,NA,3.41038060188293,NA,NA,NA,NA,NA,NA,NA
"S.1557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20147800445557,NA,NA
"S.1559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69427889585495,NA,NA
"S.156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45006346702576,NA,NA,NA
"S.1560",5.70118522644043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.940375626087189,NA,NA,NA,NA,NA
"S.1562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27303504943848,NA,NA,NA,NA
"S.1563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92740988731384,NA,NA,NA
"S.1564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46028661727905,NA,2.9085111618042,NA,NA,NA
"S.1565",NA,NA,NA,3.13824701309204,NA,NA,NA,NA,2.21292781829834,NA,NA,NA,NA,NA,NA,NA
"S.1566",NA,NA,NA,NA,NA,3.23381805419922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1567",NA,NA,NA,NA,NA,3.23381805419922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79764604568481,NA,NA,NA,1.76091814041138,NA
"S.157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15378260612488,NA,NA
"S.1571",NA,NA,NA,NA,NA,NA,NA,NA,3.86679148674011,NA,NA,NA,NA,NA,NA,NA
"S.1572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87075340747833,NA
"S.1573",NA,NA,NA,NA,NA,NA,NA,NA,4.05002117156982,NA,NA,NA,NA,NA,NA,NA
"S.1574",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1575",NA,NA,NA,NA,NA,NA,NA,NA,3.86679148674011,NA,NA,NA,NA,NA,NA,NA
"S.1576",NA,NA,NA,NA,NA,NA,NA,NA,3.86679148674011,NA,NA,NA,NA,NA,NA,NA
"S.1577",NA,NA,NA,NA,NA,NA,NA,NA,3.86679148674011,NA,NA,NA,NA,NA,NA,NA
"S.1578",NA,NA,NA,NA,NA,NA,NA,NA,3.85892868041992,NA,NA,NA,NA,NA,NA,NA
"S.1579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395750373601913,NA,NA
"S.1580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82600569725037,NA,NA,NA,NA,NA
"S.1581",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0938921123743057,NA,NA,NA,NA,NA,NA
"S.1582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64788150787354,NA,NA,NA
"S.1584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87750101089478,NA,NA,NA
"S.1585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97255063056946,NA,NA,NA
"S.1586",NA,NA,NA,NA,NA,NA,NA,NA,4.6853985786438,NA,NA,NA,2.89536166191101,NA,NA,NA
"S.1587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58234810829163,NA,NA,NA
"S.1588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03706502914429,NA,NA,NA,NA,NA
"S.1589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82775521278381,NA,NA,NA
"S.159",NA,NA,NA,NA,NA,NA,0.654902100563049,0.322125881910324,NA,NA,NA,NA,NA,NA,NA,NA
"S.1590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82775521278381,NA,NA,NA
"S.1592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5727653503418,NA,NA,NA
"S.1593",NA,NA,NA,NA,NA,NA,2.77309107780457,NA,NA,3.1074116230011,NA,NA,NA,NA,NA,NA
"S.1594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62710762023926,NA,NA,NA
"S.1595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81590604782104,NA,NA,NA
"S.1596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3896324634552,NA,NA,NA
"S.1597",NA,NA,NA,NA,NA,NA,NA,NA,0.600556373596191,NA,NA,NA,NA,NA,NA,NA
"S.1598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59683585166931,NA,4.60659551620483,NA
"S.16",NA,NA,NA,NA,NA,NA,NA,NA,3.85892868041992,NA,1.89022290706635,NA,NA,NA,NA,NA
"S.160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38550519943237,NA,NA,NA,NA,NA
"S.1600",NA,NA,NA,NA,NA,NA,NA,NA,3.39265775680542,NA,NA,NA,NA,NA,NA,NA
"S.1602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.24020028114319
"S.1603",NA,NA,NA,NA,5.35146903991699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1604",NA,NA,NA,NA,NA,NA,NA,NA,3.70298886299133,NA,NA,NA,NA,NA,NA,NA
"S.1605",NA,NA,NA,NA,NA,NA,NA,NA,4.95701217651367,NA,NA,NA,NA,NA,NA,NA
"S.1606",NA,NA,NA,NA,NA,NA,NA,NA,5.83265018463135,NA,NA,NA,NA,NA,NA,NA
"S.1607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42059421539307,NA,NA,NA,NA,NA
"S.1608",NA,NA,NA,NA,NA,1.42948877811432,NA,NA,NA,NA,NA,NA,NA,NA,1.44693378607432,NA
"S.1609",NA,NA,NA,NA,NA,NA,1.94275391101837,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68531799316406,4.64616441726685,NA,NA
"S.1610",2.98587703704834,NA,NA,NA,NA,2.63653445243835,NA,NA,3.57245206832886,NA,NA,NA,NA,NA,NA,NA
"S.1611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"S.1612",0.000943553168326616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"S.1613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"S.1614",NA,NA,NA,NA,NA,0.650074005126953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1615",NA,NA,NA,NA,NA,NA,1.83229422569275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1616",NA,NA,NA,NA,NA,NA,1.76968133449554,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44900727272034,NA,NA,NA,NA,NA
"S.1618",NA,NA,NA,NA,NA,3.75954627990723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44900727272034,NA,NA,NA,NA,NA
"S.162",NA,NA,NA,NA,3.88889980316162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1620",NA,NA,NA,NA,NA,1.63575381040573,NA,NA,NA,NA,3.5988495349884,1.78430461883545,NA,2.03427195549011,NA,NA
"S.1621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83368563652039
"S.1623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85136997699738,NA,NA,NA
"S.1624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85136997699738,NA,NA,NA
"S.1625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05482625961304
"S.1626",NA,NA,NA,NA,NA,NA,NA,NA,3.63696360588074,NA,NA,NA,NA,NA,NA,NA
"S.1627",NA,NA,NA,NA,NA,NA,NA,NA,0.353377670049667,NA,NA,NA,NA,NA,NA,NA
"S.1628",NA,NA,NA,NA,NA,NA,NA,NA,4.08706951141357,2.71013760566711,NA,NA,NA,NA,NA,NA
"S.163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69922971725464,NA,NA,7.00405645370483
"S.1631",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12404727935791,NA,NA,NA,NA,NA,NA
"S.1634",4.54780197143555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1635",NA,NA,NA,NA,2.68921589851379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1636",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34511351585388,NA,NA,NA,NA,NA,NA
"S.1638",NA,NA,NA,NA,NA,NA,NA,NA,3.70792460441589,NA,NA,NA,NA,NA,NA,NA
"S.1639",NA,NA,NA,NA,NA,NA,NA,NA,4.45755815505981,NA,NA,NA,NA,NA,NA,NA
"S.164",NA,NA,0.651902854442596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1640",NA,NA,NA,NA,NA,NA,NA,NA,3.70792460441589,NA,NA,NA,NA,NA,NA,NA
"S.1641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59661102294922,NA,NA,NA
"S.1642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59661102294922,NA,NA,NA
"S.1643",NA,NA,NA,NA,NA,NA,NA,3.11217260360718,NA,NA,NA,NA,NA,NA,NA,NA
"S.1644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01653456687927,NA,NA,NA,NA,NA
"S.1645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76753211021423,NA,NA,NA,NA,NA
"S.1646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01653456687927,NA,NA,NA,NA,NA
"S.1647",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24287343025208,2.01653456687927,NA,NA,NA,NA,NA
"S.1648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"S.1649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"S.165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98835968971252,NA,2.38426280021667,NA,NA
"S.1650",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28867793083191,NA,NA,NA,NA,NA,NA
"S.1651",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28867793083191,NA,NA,NA,NA,NA,NA
"S.1652",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43071460723877,NA,NA,NA,NA,NA,NA
"S.1653",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"S.1654",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"S.1655",NA,NA,NA,NA,NA,NA,NA,NA,5.76630306243896,NA,NA,3.97656583786011,NA,NA,NA,NA
"S.1656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74703657627106,NA,NA,NA,2.33665639162064
"S.1657",NA,NA,NA,NA,NA,NA,NA,NA,2.69736003875732,NA,NA,NA,NA,NA,NA,NA
"S.1658",NA,NA,NA,NA,NA,NA,NA,NA,3.45204162597656,NA,NA,NA,NA,NA,NA,NA
"S.1659",NA,NA,NA,NA,1.75940227508545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.166",6.86905431747437,NA,1.9167628288269,4.20399276415507,NA,NA,NA,6.02073621749878,NA,NA,NA,2.55615743001302,NA,NA,NA,NA
