"Clust","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","Lat.100","Long.100"
"S.1567",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.8653343758899,-5.42221407088952
"S.1569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,56.8821474140007,-5.43196271521028
"S.157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.25442982,-5.007127825
"S.1571",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8595497787254,-5.40363317754813
"S.1572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.8556944303531,-5.41312825853646
"S.1573",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.6821209406695,-5.38269435008317
"S.1574",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0291678557506,-5.41419409844356
"S.1575",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8591991116067,-5.39670878525298
"S.1576",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8609074183991,-5.39669967505609
"S.1577",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8588626888279,-5.39585773340832
"S.1578",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.857874954603,-5.38920409936921
"S.1579",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8536734705948,-5.38833156401245
"S.158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.25617683,-5.006988332
"S.1580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6921463443143,-5.3443841433562
"S.1581",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.6932182257749,-5.33794412257847
"S.1582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7191493194763,-5.3263466394442
"S.1584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7139766844412,-5.33488036681004
"S.1585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7384969002793,-5.32560389222841
"S.1586",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,56.7740890251719,-5.43845625426414
"S.1587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.713877430421,-5.31165916250487
"S.1588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7173202110942,-5.31065418331548
"S.1589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7054439408564,-5.31778159813992
"S.159",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,57.06774619,-5.033250716
"S.1590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7054439408564,-5.31778159813992
"S.1592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7134100022915,-5.30556985246447
"S.1593",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,56.713009190481,-5.30373657175853
"S.1594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7596894789113,-5.30620233379198
"S.1595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.8591261575789,-5.25097965590558
"S.1596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.8591261575789,-5.25097965590558
"S.1597",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8618168437206,-5.25121330742353
"S.1598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,56.9825047430061,-5.20740469979663
"S.16",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,56.85717158,-5.391930092
"S.160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,57.61244798,-5.318028636
"S.1600",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.7784896870825,-5.27510785676301
"S.1602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,56.9141265284437,-5.13908582854765
"S.1603",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9765533671872,-5.12294224788701
"S.1604",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9775323904053,-5.11973207183273
"S.1605",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9775323904053,-5.11973207183273
"S.1606",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9775323904053,-5.11973207183273
"S.1607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.9760656515742,-5.10644107865906
"S.1608",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.9053237242232,-5.09563074500734
"S.1609",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9788790392435,-5.10173710438987
"S.161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,57.61181425,-5.324352039
"S.1610",0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9788790392435,-5.10173710438987
"S.1611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.0497829388274,-5.10600183788278
"S.1612",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.8419675139656,-5.08672060798948
"S.1613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.0489267798713,-5.10428104918504
"S.1614",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9742592575616,-5.09592111588375
"S.1615",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9737004725956,-5.09307665904482
"S.1616",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9737004725956,-5.09307665904482
"S.1617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.9737004725956,-5.09307665904482
"S.1618",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9737004725956,-5.09307665904482
"S.1619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.9737004725956,-5.09307665904482
"S.162",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.60774458,-5.325972979
"S.1620",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,56.9737004725956,-5.09307665904482
"S.1621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.9012843286715,-5.07722636740416
"S.1623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.97186578848,-5.09457028196053
"S.1624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.97186578848,-5.09457028196053
"S.1625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.97186578848,-5.09457028196053
"S.1626",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8547991387946,-5.06684316467958
"S.1627",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8739988591161,-5.05364286350904
"S.1628",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,56.9009106870009,-5.0558406678613
"S.163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,57.61057887,-5.327571994
"S.1631",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9515238741078,-5.00734783233708
"S.1634",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.8654440487186,-4.96104375910871
"S.1635",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9495519720203,-4.96195747571909
"S.1636",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.949930276712,-4.9611651110672
"S.1638",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.863523681341,-4.95104601059631
"S.1639",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8647796906244,-4.95114501035573
"S.164",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.63792401,-5.340467618
"S.1640",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8630241110011,-4.94936568256706
"S.1641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.892368500936,-4.88599045310454
"S.1642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.892368500936,-4.88599045310454
"S.1643",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.0551073481053,-4.84418491370876
"S.1644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.9002586773766,-4.81597062131848
"S.1645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.9011559282113,-4.8160381953502
"S.1646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.8985011369632,-4.81419583585829
"S.1647",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,56.8993983894194,-4.8142633628174
"S.1648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7789626816259,-4.77412799456964
"S.1649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7789626816259,-4.77412799456964
"S.165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,57.62710273,-5.344834939
"S.1650",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7548807045477,-4.76580652020547
"S.1651",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7548807045477,-4.76580652020547
"S.1652",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7548807045477,-4.76580652020547
"S.1653",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7728268740789,-4.76712734979577
"S.1654",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7728268740789,-4.76712734979577
"S.1655",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,56.4314781283552,-4.75848680903423
"S.1656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,56.4245467532589,-4.69810506788073
"S.1657",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8781749788588,-4.71745946897663
"S.1658",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8613747304489,-4.70475504941314
"S.1659",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7602157163668,-4.69043671781815
"S.166",1,NA,0,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,57.6278833,-5.346247265
"S.1660",NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7602157163668,-4.69043671781815
"S.1661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.7620158751016,-4.6861472949639
"S.1662",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8993501381692,-4.69419768461105
"S.1663",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7576556507925,-4.67994546524636
"S.1664",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7601698443533,-4.67587029116407
"S.1665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.902285781305,-4.68307576031925
"S.1666",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8620102614057,-4.67526724508279
"S.1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7888446204588,-4.65040233665999
"S.1668",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7888446204588,-4.65040233665999
"S.1669",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7573663520132,-4.65145536625118
"S.167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,57.62698661,-5.346164716
"S.1670",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8670910073263,-4.64773378838737
"S.1671",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8716126628843,-4.64641242394789
"S.1672",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7909859480923,-4.63417717243737
"S.1673",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,56.7909859480923,-4.63417717243737
"S.1674",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7903298455845,-4.62266799207798
"S.1675",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7912272562128,-4.62273066843659
"S.1676",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6299633509577,-4.59848110420255
"S.1677",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7908433833112,-4.59813975475971
"S.1678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.914721037371,-4.60510196359326
"S.1679",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9109600988418,-4.6130541874276
"S.168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.55596988,-5.346331738
"S.1680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6824565301194,-4.58086981164605
"S.1681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.4186304024327,-4.56134423481786
"S.1682",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.4204254184626,-4.5614649484338
"S.1683",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.200828565605,-4.53228907915251
"S.1684",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2017920655265,-4.52912790763046
"S.1685",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2017920655265,-4.52912790763046
"S.1686",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2017920655265,-4.52912790763046
"S.1687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.6410518006116,-4.55781434708772
"S.1688",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9108462717166,-4.57526058207127
"S.1689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.6586959352453,-4.55639900572804
"S.169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.55490766,-5.346050272
"S.1690",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,57.0177406376567,-4.57770774196192
"S.1691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.6144681460235,-4.60882565835896
"S.1692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.4124769008772,-4.51067138407553
"S.1693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.5428491414674,-4.50791101501341
"S.1694",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9630394596807,-4.52786330544486
"S.1695",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9630394596807,-4.52786330544486
"S.1696",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.1804279578598,-4.47454441182008
"S.1697",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1804279578598,-4.47454441182008
"S.1698",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1804279578598,-4.47454441182008
"S.1699",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9395727061718,-4.53285080534236
"S.17",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,56.85905541,-5.395382895
"S.170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.56027621,-5.353417193
"S.1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,56.9525679868025,-4.51235215130265
"S.1701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,56.4961729938334,-4.47368024593546
"S.1702",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9399043805793,-4.51643233320892
"S.1703",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9488790102083,-4.51703732140299
"S.1704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.4964315745894,-4.47242973176239
"S.1705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.4964315745894,-4.47242973176239
"S.1706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7571128130315,-4.48946195815261
"S.1707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7571128130315,-4.48946195815261
"S.1708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,57.0291160379265,-4.50433356735205
"S.1709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,56.4826284082482,-4.46332921199757
"S.171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.496344,-5.357564136
"S.1710",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,57.0275838793514,-4.49104681377504
"S.1711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.540393898699,-4.45081399488231
"S.1712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.4875330644965,-4.44252968083298
"S.1713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.4974702626057,-4.43991906341323
"S.1714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.4974702626057,-4.43991906341323
"S.1715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.4894889185396,-4.43721334644755
"S.1716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.5008130012802,-4.43399139608485
"S.1717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.5008130012802,-4.43399139608485
"S.1718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.1726611555106,-4.41282317137575
"S.1719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.5011880102433,-4.4336579335115
"S.172",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,57.65532757,-5.395729499
"S.1720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.501136414529,-4.43170462895816
"S.1721",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,56.4980075793052,-4.43085433772825
"S.1722",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.3041582155852,-4.41221854670207
"S.1723",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3039046568585,-4.41139426052902
"S.1725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,56.7334478079422,-4.43639291145118
"S.1726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7259302527315,-4.43018497777641
"S.1727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.4675539470278,-4.40715131688006
"S.1728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.0196460386824,-4.43779282463401
"S.1729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.666449194288,-4.4064412381075
"S.173",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.82590267,-5.437046495
"S.1730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6661925266121,-4.40577203411286
"S.1731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6673074179156,-4.40388455135616
"S.1732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.4382614381632,-4.43450005049736
"S.1733",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.5720525412456,-4.39425313713225
"S.1734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.6636067907145,-4.40005847788699
"S.1735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6635735789698,-4.39711881522766
"S.1736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6629484094534,-4.39691591179592
"S.1737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6634034797845,-4.39661842156002
"S.1738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6652582527644,-4.39363533225162
"S.1739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.5775632909896,-4.38808856267475
"S.174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.65501237,-5.407438409
"S.1740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.5793584955857,-4.3882017960965
"S.1741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6652801929047,-4.39249429330525
"S.1742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.5785233466581,-4.38489252162457
"S.1743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.5785233466581,-4.38489252162457
"S.1744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.5785233466581,-4.38489252162457
"S.1745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.5785233466581,-4.38489252162457
"S.1746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.6584094768156,-4.38993751843648
"S.1747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.617776474121,-4.446048299133
"S.1748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,56.617776474121,-4.446048299133
"S.1749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.9013176444792,-4.3758769847676
"S.175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,57.6585538,-5.409447886
"S.1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,57.0056526327774,-4.37099937760471
"S.1751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.9834002823933,-4.35970837403257
"S.1752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.5670659628437,-4.32557063875731
"S.1753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.9906891400851,-4.34963381138538
"S.1757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.9898689728559,-4.35024059354694
"S.1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.5869053477138,-4.32190355774858
"S.1759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.5784232626939,-4.31894098162872
"S.176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,0,57.65586389,-5.409195282
"S.1760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,56.9895502359736,-4.34184134457559
"S.1761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.0016916081958,-4.34275269526666
